Physical Address Suburb,Physical Address State,Physical Address Post Code,2015 Aged Care Planning Region (ACPR),SA4 Region,Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2016-17 Australian Government Funding,Total Places
ROCKHAMPTON,QLD,4700,Fitzroy,Fitzroy,Transition Care,,,30,Queensland Health,State Government,Inner Regional Australia,-23.3799888,150.4949437,1771018,30
NAMBOUR,QLD,4560,Sunshine Coast,Sunshine Coast,Transition Care,,,68,Queensland Health,State Government,Major Cities of Australia,-26.62154077,152.9532084,4531565,68
MACKAY,QLD,4740,Mackay,Mackay,Transition Care,,,25,Queensland Health,State Government,Inner Regional Australia,-21.14223082,149.181916,1182783,25
LAUNCESTON,TAS,7250,Northern,Launceston and North East,Transition Care,,,30,Tasmanian Health Service,State Government,Inner Regional Australia,-41.44690597,147.1417336,1759791,30
HOBART,TAS,7000,Southern,Hobart,Transition Care,,,54,Tasmanian Health Service,State Government,Inner Regional Australia,-42.88065665,147.3209048,3299685,54
CAMPBELL,ACT,2612,ACT,Australian Capital Territory,Residential,42,,,Southern Cross Care (NSW & ACT),Religious,Major Cities of Australia,-35.28874964,149.1536266,2081026,42
LIVERPOOL,NSW,2170,South West Sydney,Sydney - South West,Transition Care,,,99,NSW State Government (NSW Ministry of Health),State Government,Major Cities of Australia,-33.92075837,150.9175,6295042,99
NORTHFIELD,SA,5085,Metropolitan North,Adelaide - North,Transition Care,,,73,Department of Health,State Government,Major Cities of Australia,-34.85667496,138.6180405,4749834,73
CRANBOURNE,VIC,3977,Southern Metro,Melbourne - South East,Residential,60,,,Farwell Nominees Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.10233435,145.2653221,4842999,60
SOUTH HEDLAND,WA,6722,Pilbara,Western Australia - Outback,Residential,56,,,Western Australian Government,State Government,Remote Australia,-20.41398416,118.5958454,3699284,56
WAGGA WAGGA,NSW,2650,Riverina/Murray,Riverina,Transition Care,,,81,NSW State Government (NSW Ministry of Health),State Government,Inner Regional Australia,-35.119315,147.35451,5105580,81
BALLARAT,VIC,3350,Grampians,Ballarat,Transition Care,,,63,Department of Health,State Government,Inner Regional Australia,-37.56363068,143.8436027,3872300,63
BENDIGO,VIC,3550,Loddon-Mallee,Bendigo,Transition Care,,,85,Department of Health,State Government,Inner Regional Australia,-36.749391,144.284343,5601757,85
LISAROW,NSW,2250,Central Coast,Central Coast,Residential,120,,,Astoria Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.39200998,151.3942611,5552124,120
MAYFIELD EAST,NSW,2304,Hunter,Newcastle and Lake Macquarie,Residential,66,,,Fronditha Care,Community Based,Major Cities of Australia,-32.89548367,151.7494949,4190850,66
FIGTREE,NSW,2525,Illawarra,Illawarra,Residential,81,,,Hillside Brae Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.44250116,150.8529847,3921543,81
BERRY,NSW,2535,Illawarra,Southern Highlands and Shoalhaven,Residential,106,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.77911022,150.6846486,6368907,106
ABBOTSFORD,NSW,2046,Inner West,Sydney - Inner West,Residential,120,,,Bayswater Gardens Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.85107654,151.1263891,458760,120
TEA GARDENS,NSW,2324,Mid North Coast,Hunter Valley exc Newcastle,Residential,101,,,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,-32.65721483,152.1445064,5113796,101
SOUTH WEST ROCKS,NSW,2431,Mid North Coast,Mid North Coast,Residential,80,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Outer Regional Australia,-30.89481713,153.0399754,3703665,80
THE ROCK,NSW,2655,Riverina/Murray,Riverina,Residential,30,,,Lutheran Aged Care Albury,Charitable,Inner Regional Australia,-35.27444396,147.1167271,1691947,30
BOWRAL,NSW,2576,South West Sydney,Southern Highlands and Shoalhaven,Residential,76,,,TBG Senior Living Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48907,150.433628,3144744,76
RUTHERFORD,NSW,2320,Hunter,Hunter Valley exc Newcastle,Residential,144,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-32.70021075,151.5077938,8827471,144
EDEN,NSW,2551,Southern Highlands,Capital Region,Residential,85,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,-37.05715673,149.9083803,5369470,85
PARKES,NSW,2870,Central West,Central West,Transition Care,,,67,NSW State Government (NSW Ministry of Health),State Government,Outer Regional Australia,-33.1342652,148.1709029,3617876,67
BROADWATER,WA,6280,South West,Bunbury,Residential,140,,,Aegis Aged Care Group Pty Ltd,Private Incorporated Body,Inner Regional Australia,-33.66495725,115.2874352,8415086,140
AUBIN GROVE,WA,6164,Metropolitan South West,Perth - South West,Residential,102,,,Regents Garden Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-32.1683917,115.8631812,5560484,102
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Residential,73,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-31.98388504,115.7752258,3862785,73
REDCLIFFE,QLD,4020,Cabool,Moreton Bay - North,Residential,96,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.22986258,153.1069944,8176502,96
DREWVALE,QLD,4116,Brisbane South,Brisbane - South,Residential,60,,,Southern Cross Care (QLD) Inc,Religious,Major Cities of Australia,-27.64189812,153.0555329,4041733,60
NAMBOUR,QLD,4560,Sunshine Coast,Sunshine Coast,Residential,75,,,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.61611083,152.9442303,4724488,75
BUDERIM,QLD,4556,Sunshine Coast,Sunshine Coast,Residential,120,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.67810551,153.0914415,7824953,120
MERRIMAC,QLD,4226,South Coast,Gold Coast,Residential,96,,,Superior Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-28.04724687,153.372125,6598872,96
WOORIM,QLD,4507,Cabool,Moreton Bay - North,Residential,9,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.08036583,153.2028761,403065,9
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Transition Care,,,15,Government of Western Australia,State Government,Outer Regional Australia,-28.78363991,114.6112919,717810,15
ALBANY,WA,6330,Great Southern,Western Australia - Wheat Belt,Transition Care,,,15,Government of Western Australia,State Government,Outer Regional Australia,-35.01073368,117.9022962,622699,15
BUNBURY,WA,6230,South West,Bunbury,Transition Care,,,20,Government of Western Australia,State Government,Inner Regional Australia,-33.33268,115.6418,730764,20
CAMBERWELL,VIC,3124,Eastern Metro,Melbourne - Inner East,Residential,95,,,Sapphire Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.832379,145.066985,5265666,95
OAKLANDS PARK,SA,5046,Metropolitan South,Adelaide - South,Residential,70,,,Southern Cross Care (SA & NT) Incorporated,Religious,Major Cities of Australia,-35.00716951,138.5401176,4591876,70
VINCENT,QLD,4814,Northern,Townsville,Transition Care,,,46,Queensland Health,State Government,Outer Regional Australia,-19.28137877,146.7670791,2302956,46
GLENORCHY,TAS,7010,Southern,Hobart,Residential,136,,,OneCare Limited,Charitable,Inner Regional Australia,-42.83983328,147.2732142,7963889,136
KYNETON,VIC,3444,Loddon-Mallee,Bendigo,Residential,90,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-37.25624865,144.4615405,6298553,90
TEMPLESTOWE,VIC,3106,Eastern Metro,Melbourne - Inner East,Residential,116,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.751731,145.15301,6276575,116
PARKVILLE,VIC,3052,Western Metro,Melbourne - Inner,Residential,140,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-37.77668443,144.9389363,9213274,140
CLAYTON,VIC,3168,Eastern Metro,Melbourne - South East,Residential,155,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.92661785,145.1160159,11239007,155
PAKENHAM,VIC,3810,Southern Metro,Melbourne - South East,Residential,90,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-38.08726274,145.479803,6024983,90
ARMADALE,VIC,3143,Southern Metro,Melbourne - Inner,Residential,83,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.86544846,145.0265627,4422761,83
WARRNAMBOOL,VIC,3280,Barwon-South Western,Warrnambool and South West,Residential,120,,,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,-38.36906508,142.4736689,7234783,120
ORANGE,NSW,2800,Central West,Central West,Innovative Pool,11,,,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,-33.28563587,149.0951223,262702,11
NORTH RYDE,NSW,2113,Northern Sydney,Sydney - Ryde,Innovative Pool,5,,,New Horizons Enterprises Limited,Community Based,Major Cities of Australia,-33.80579101,151.1273951,251417,5
MACLEAN,NSW,2463,Far North Coast,Coffs Harbour - Grafton,Innovative Pool,4,,,Clarence Valley Council,Local Government,Inner Regional Australia,-29.4590221,153.1968423,114741,4
PARRAMATTA,NSW,2150,Western Sydney,Sydney - Parramatta,Innovative Pool,,7,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.805147,151.00275,288317,7
BEDFORD PARK,SA,5042,Metropolitan South,Adelaide - South,Transition Care,,,80,Department of Health,State Government,Major Cities of Australia,-35.01948283,138.5656518,5391779,80
GUMERACHA,SA,5233,"Hills, Mallee & Southern",Adelaide - Central and Hills,Transition Care,,,94,Department of Health,State Government,Inner Regional Australia,-34.82450619,138.8838368,6650589,94
EMBLETON,WA,6062,Metropolitan East,Perth - North East,Residential,70,,,City of Bayswater,Local Government,Major Cities of Australia,-31.902279,115.916156,4805660,70
VARSITY LAKES,QLD,4229,South Coast,Gold Coast,Residential,151,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-28.07500071,153.4129219,10158724,151
REDCLIFFE,WA,6104,Metropolitan South East,Perth - South East,Residential,79,,,Lakeside Hostel Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.93881268,115.9419494,5496703,79
TORONTO,NSW,2283,Hunter,Newcastle and Lake Macquarie,Residential,147,,,Anglican Care,Charitable,Major Cities of Australia,-33.0148344,151.5926538,7537683,147
MEREWETHER,NSW,2291,Hunter,Newcastle and Lake Macquarie,Residential,57,,,Anglican Care,Charitable,Major Cities of Australia,-32.94965491,151.7291669,1894448,57
WAVERLEY,NSW,2024,South East Sydney,Sydney - Eastern Suburbs,Transition Care,,,32,NSW State Government (NSW Ministry of Health),State Government,Major Cities of Australia,-33.89729087,151.2532253,2095930,32
FARRER,ACT,2907,ACT,Australian Capital Territory,Residential,100,,,Pines Living Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.36934583,149.1063721,1760181,100
SHEPPARTON,VIC,3630,Hume,Shepparton,Transition Care,,,73,Department of Health,State Government,Inner Regional Australia,-36.36263801,145.4057688,5113940,73
MILLMERRAN,QLD,4357,Darling Downs,Darling Downs - Maranoa,Multi-Purpose Service,5,3,,Queensland Health,State Government,Inner Regional Australia,-27.87955684,151.2627744,344832,8
BOMBALA,NSW,2632,Southern Highlands,Capital Region,Multi-Purpose Service,10,,,Southern NSW Local Health District,State Government,Outer Regional Australia,-36.917624,149.235876,602914,10
NHULUNBUY,NT,880,East Arnhem,Northern Territory - Outback,Multi-Purpose Service,4,2,,Northern Territory Department of Health,Territory Government,Very Remote Australia,-12.18638999,136.7779522,344611,6
WILLOUGHBY,NSW,2068,Northern Sydney,Sydney - North Sydney and Hornsby,Residential,85,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.80165547,151.194477,2774342,85
DRUMMOYNE,NSW,2047,Inner West,Sydney - Inner West,Residential,65,,,The Presbyterian Church (New South Wales) Property Trust,Religious,Major Cities of Australia,-33.85962154,151.1484899,2712753,65
NYNGAN,NSW,2825,Orana Far West,Far West and Orana,Multi-Purpose Service,36,,,Western NSW Local Health District,State Government,Remote Australia,-31.56192825,147.2019645,1620568,36
DOVETON,VIC,3177,Southern Metro,Melbourne - South East,Residential,100,,,Monash Health,State Government,Major Cities of Australia,-37.99530028,145.2329396,6618681,100
STIRLING,ACT,2611,ACT,Australian Capital Territory,Residential,144,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.35165833,149.0497945,8174857,144
SYLVANIA,NSW,2224,South East Sydney,Sydney - Sutherland,Residential,172,,,Moran Australia (Residential Aged Care) Pty Limited,Private Incorporated Body,Major Cities of Australia,-34.01858236,151.0949315,6603810,172
BANKSTOWN,NSW,2200,South West Sydney,Sydney - Inner South West,Residential,100,,,Ark Health Care (Bankstown) Pty Limited,Private Incorporated Body,Major Cities of Australia,-33.92952235,151.0315829,6350119,100
KELLYVILLE,NSW,2155,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Residential,160,,,Bella Vista Gardens Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.726206,150.956887,1751045,160
BALLINA,NSW,2478,Far North Coast,Richmond - Tweed,Residential,123,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-28.84170437,153.5666368,8100880,123
HAMLYN TERRACE,NSW,2259,Central Coast,Central Coast,Residential,82,,,Hakea Grove Aged Care Pty Limited,Private Incorporated Body,Major Cities of Australia,-33.260813,151.474891,1226788,82
MIRANDA,NSW,2228,South East Sydney,Sydney - Sutherland,Residential,92,,,HammondCare,Charitable,Major Cities of Australia,-34.023888,151.10283,5404754,92
KELLYVILLE,NSW,2155,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Residential,140,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-33.720263,150.943776,2949267,140
FANNIE BAY,NT,820,Darwin,Darwin,Residential,85,,,Southern Cross Care (SA & NT) Incorporated,Religious,Outer Regional Australia,-12.419741,130.838279,5052114,85
BIGGERA WATERS,QLD,4216,South Coast,Gold Coast,Residential,131,,,Provectus Care Pty Limited,Private Incorporated Body,Major Cities of Australia,-27.92703364,153.3803531,63101,131
NEW AUCKLAND,QLD,4680,Fitzroy,Fitzroy,Residential,128,,,Johnson Stenner Aged Care Pty Limited,Private Incorporated Body,Inner Regional Australia,-23.877579,151.238346,8158876,128
TUGUN,QLD,4224,South Coast,Gold Coast,Residential,166,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-28.15277754,153.4837937,10387315,166
WHITE ROCK,QLD,4868,Far North,Cairns,Residential,120,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,-16.99340121,145.7430931,8398995,120
DECEPTION BAY,QLD,4508,Cabool,Moreton Bay - North,Residential,80,,,Palm Lake Care Operations Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.19330236,153.0310643,2504083,80
CAPALABA,QLD,4157,Brisbane South,Brisbane - East,Residential,133,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.5186905,153.2011935,8076588,133
DAW PARK,SA,5041,Metropolitan South,Adelaide - South,Residential,60,,,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,-34.98875519,138.5905651,3501080,60
FRANKSTON NORTH,VIC,3200,Southern Metro,Mornington Peninsula,Residential,180,,,Great Oaks Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.12255676,145.1464284,13175715,180
MILDURA,VIC,3500,Loddon-Mallee,North West,Residential,100,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,-34.20920576,142.1340306,6842538,100
BAIRNSDALE,VIC,3875,Gippsland,Latrobe - Gippsland,Residential,91,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,-37.81184645,147.6382736,6524737,91
PORTLAND,VIC,3305,Barwon-South Western,Warrnambool and South West,Residential,120,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,-38.36363866,141.6139785,8133408,120
ALTONA NORTH,VIC,3025,Western Metro,Melbourne - West,Residential,72,,,Softwood Ridge Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.83924966,144.8522263,5151670,72
